Date;Victim Sex;Total Shootings
26-Oct-19;M;4
27-Oct-19;F;1
27-Oct-19;M;2
28-Oct-19;F;1
28-Oct-19;M;3
29-Oct-19;M;2
30-Oct-19;M;1
31-Oct-19;M;4
01-Nov-19;M;1
02-Nov-19;F;1
02-Nov-19;M;4
03-Nov-19;M;2
04-Nov-19;M;5
05-Nov-19;M;3
06-Nov-19;M;3
10-Nov-19;F;3
10-Nov-19;M;7
12-Nov-19;M;1
13-Nov-19;M;2
14-Nov-19;M;4
15-Nov-19;M;2
16-Nov-19;M;1
17-Nov-19;M;4
19-Nov-19;M;1
20-Nov-19;M;6
21-Nov-19;F;1
21-Nov-19;M;1
23-Nov-19;F;1
23-Nov-19;M;1
25-Nov-19;M;1
26-Nov-19;M;1
27-Nov-19;F;3
27-Nov-19;M;7
28-Nov-19;M;2
29-Nov-19;M;2
30-Nov-19;M;1
01-Dec-19;M;4
02-Dec-19;M;2
03-Dec-19;M;2
04-Dec-19;F;2
04-Dec-19;M;1
05-Dec-19;M;2
06-Dec-19;M;3
07-Dec-19;M;3
08-Dec-19;M;1
10-Dec-19;M;5
11-Dec-19;M;1
14-Dec-19;M;1
15-Dec-19;M;2
16-Dec-19;M;2
18-Dec-19;M;2
19-Dec-19;F;1
19-Dec-19;M;2
20-Dec-19;M;1
21-Dec-19;M;3
23-Dec-19;F;2
23-Dec-19;M;4
24-Dec-19;M;1
25-Dec-19;M;3
26-Dec-19;M;1
27-Dec-19;M;3
28-Dec-19;M;3
29-Dec-19;M;1
30-Dec-19;M;3
31-Dec-19;M;2
01-Jan-20;M;4
02-Jan-20;F;1
02-Jan-20;M;7
03-Jan-20;M;1
04-Jan-20;M;3
05-Jan-20;M;3
06-Jan-20;M;1
07-Jan-20;M;7
09-Jan-20;M;2
10-Jan-20;M;1
11-Jan-20;M;6
12-Jan-20;M;3
13-Jan-20;F;1
13-Jan-20;M;10
14-Jan-20;M;1
15-Jan-20;M;3
16-Jan-20;F;1
16-Jan-20;M;1
18-Jan-20;M;3
19-Jan-20;M;2
20-Jan-20;F;5
20-Jan-20;M;4
21-Jan-20;M;2
22-Jan-20;M;1
23-Jan-20;F;1
23-Jan-20;M;6
24-Jan-20;M;1
25-Jan-20;F;1
25-Jan-20;M;4
26-Jan-20;M;3
27-Jan-20;M;1
28-Jan-20;M;2
29-Jan-20;F;1
29-Jan-20;M;1
01-Feb-20;M;2
02-Feb-20;M;2
03-Feb-20;M;1
04-Feb-20;M;2
05-Feb-20;M;3
07-Feb-20;F;1
08-Feb-20;M;5
09-Feb-20;M;3
10-Feb-20;M;1
11-Feb-20;M;1
12-Feb-20;M;2
13-Feb-20;M;1
14-Feb-20;M;2
16-Feb-20;M;1
17-Feb-20;F;1
17-Feb-20;M;1
18-Feb-20;M;4
19-Feb-20;F;1
19-Feb-20;M;2
21-Feb-20;M;4
22-Feb-20;M;1
23-Feb-20;M;1
24-Feb-20;M;2
26-Feb-20;F;1
26-Feb-20;M;1
27-Feb-20;M;3
28-Feb-20;M;1
29-Feb-20;M;1
01-Mar-20;M;1
03-Mar-20;M;3
04-Mar-20;M;2
05-Mar-20;M;5
06-Mar-20;M;1
07-Mar-20;F;1
07-Mar-20;M;1
08-Mar-20;M;5
09-Mar-20;F;1
09-Mar-20;M;3
10-Mar-20;M;5
12-Mar-20;M;1
13-Mar-20;F;1
13-Mar-20;M;2
14-Mar-20;M;5
15-Mar-20;F;1
15-Mar-20;M;2
16-Mar-20;M;1
18-Mar-20;M;1
19-Mar-20;M;1
20-Mar-20;F;1
20-Mar-20;M;4
21-Mar-20;M;11
22-Mar-20;F;1
22-Mar-20;M;1
23-Mar-20;M;1
26-Mar-20;M;1
27-Mar-20;F;1
27-Mar-20;M;3
28-Mar-20;M;1
29-Mar-20;M;2
30-Mar-20;M;1
01-Apr-20;M;2
02-Apr-20;M;2
04-Apr-20;M;1
05-Apr-20;M;2
06-Apr-20;F;2
06-Apr-20;M;4
07-Apr-20;M;3
08-Apr-20;M;4
09-Apr-20;M;1
10-Apr-20;M;4
11-Apr-20;M;6
13-Apr-20;M;1
14-Apr-20;M;2
15-Apr-20;M;2
16-Apr-20;M;1
17-Apr-20;M;1
18-Apr-20;M;3
19-Apr-20;M;3
20-Apr-20;M;4
22-Apr-20;M;2
24-Apr-20;M;1
25-Apr-20;M;6
26-Apr-20;M;1
27-Apr-20;M;3
29-Apr-20;M;4
30-Apr-20;M;4
01-May-20;M;1
02-May-20;M;15
03-May-20;M;5
04-May-20;M;2
05-May-20;M;3
06-May-20;M;1
07-May-20;M;3
08-May-20;M;1
09-May-20;M;1
10-May-20;F;1
10-May-20;M;2
11-May-20;F;2
11-May-20;M;6
12-May-20;M;2
13-May-20;M;5
14-May-20;M;9
15-May-20;F;1
15-May-20;M;7
16-May-20;F;1
16-May-20;M;10
17-May-20;F;1
17-May-20;M;5
18-May-20;M;1
19-May-20;F;1
19-May-20;M;4
20-May-20;F;1
20-May-20;M;2
21-May-20;F;1
21-May-20;M;3
22-May-20;M;7
23-May-20;M;4
24-May-20;F;1
24-May-20;M;3
25-May-20;F;1
25-May-20;M;2
26-May-20;M;5
28-May-20;M;1
29-May-20;M;3
30-May-20;F;1
30-May-20;M;7
31-May-20;M;5
01-Jun-20;F;1
01-Jun-20;M;11
02-Jun-20;M;9
03-Jun-20;M;7
04-Jun-20;F;1
04-Jun-20;M;1
05-Jun-20;M;7
06-Jun-20;F;1
06-Jun-20;M;5
07-Jun-20;M;4
08-Jun-20;F;1
08-Jun-20;M;9
09-Jun-20;M;3
10-Jun-20;M;2
11-Jun-20;M;4
12-Jun-20;F;3
12-Jun-20;M;8
13-Jun-20;M;6
14-Jun-20;M;9
15-Jun-20;F;1
15-Jun-20;M;8
16-Jun-20;M;4
17-Jun-20;M;10
18-Jun-20;F;1
18-Jun-20;M;7
19-Jun-20;M;11
20-Jun-20;F;6
20-Jun-20;M;15
21-Jun-20;F;1
21-Jun-20;M;5
22-Jun-20;F;4
22-Jun-20;M;9
23-Jun-20;F;1
23-Jun-20;M;9
24-Jun-20;M;4
25-Jun-20;F;3
25-Jun-20;M;6
26-Jun-20;F;4
26-Jun-20;M;8
27-Jun-20;F;2
27-Jun-20;M;19
28-Jun-20;F;2
28-Jun-20;M;10
29-Jun-20;M;9
30-Jun-20;F;1
30-Jun-20;M;13
01-Jul-20;F;2
01-Jul-20;M;1
02-Jul-20;F;3
02-Jul-20;M;11
03-Jul-20;M;8
04-Jul-20;F;1
04-Jul-20;M;7
05-Jul-20;F;6
05-Jul-20;M;41
06-Jul-20;F;1
06-Jul-20;M;4
07-Jul-20;F;7
07-Jul-20;M;10
08-Jul-20;M;5
09-Jul-20;F;2
09-Jul-20;M;8
10-Jul-20;M;6
11-Jul-20;M;14
12-Jul-20;M;15
13-Jul-20;F;2
13-Jul-20;M;15
14-Jul-20;F;1
14-Jul-20;M;10
15-Jul-20;F;3
15-Jul-20;M;9
16-Jul-20;M;11
17-Jul-20;M;9
18-Jul-20;M;6
19-Jul-20;M;10
20-Jul-20;F;2
20-Jul-20;M;8
21-Jul-20;M;5
22-Jul-20;M;4
23-Jul-20;M;1
24-Jul-20;F;1
24-Jul-20;M;8
25-Jul-20;M;7
26-Jul-20;F;1
26-Jul-20;M;28
27-Jul-20;F;1
27-Jul-20;M;10
28-Jul-20;M;10
29-Jul-20;M;3
30-Jul-20;M;2
31-Jul-20;M;6
01-Aug-20;M;6
02-Aug-20;F;2
02-Aug-20;M;14
03-Aug-20;F;6
03-Aug-20;M;11
04-Aug-20;F;1
04-Aug-20;M;1
05-Aug-20;F;2
05-Aug-20;M;3
06-Aug-20;F;1
06-Aug-20;M;9
07-Aug-20;F;1
07-Aug-20;M;2
08-Aug-20;M;6
09-Aug-20;F;1
09-Aug-20;M;12
10-Aug-20;F;1
10-Aug-20;M;6
11-Aug-20;F;1
11-Aug-20;M;8
12-Aug-20;M;8
13-Aug-20;M;6
14-Aug-20;F;3
14-Aug-20;M;12
15-Aug-20;F;1
15-Aug-20;M;23
16-Aug-20;M;7
17-Aug-20;M;7
18-Aug-20;M;9
19-Aug-20;F;1
19-Aug-20;M;11
20-Aug-20;F;1
20-Aug-20;M;3
21-Aug-20;F;3
21-Aug-20;M;13
22-Aug-20;F;3
22-Aug-20;M;15
23-Aug-20;F;2
23-Aug-20;M;13
24-Aug-20;F;1
24-Aug-20;M;8
25-Aug-20;M;3
26-Aug-20;F;1
26-Aug-20;M;5
27-Aug-20;F;2
27-Aug-20;M;3
28-Aug-20;M;11
29-Aug-20;F;1
29-Aug-20;M;14
30-Aug-20;F;3
30-Aug-20;M;14
31-Aug-20;F;2
31-Aug-20;M;8
01-Sep-20;M;11
02-Sep-20;M;8
03-Sep-20;M;7
04-Sep-20;M;7
05-Sep-20;F;2
05-Sep-20;M;3
06-Sep-20;M;8
07-Sep-20;F;2
07-Sep-20;M;8
08-Sep-20;F;3
08-Sep-20;M;9
09-Sep-20;F;1
09-Sep-20;M;2
10-Sep-20;F;2
10-Sep-20;M;8
11-Sep-20;M;4
12-Sep-20;M;15
13-Sep-20;M;7
14-Sep-20;M;4
15-Sep-20;M;5
16-Sep-20;F;2
16-Sep-20;M;3
17-Sep-20;M;5
18-Sep-20;M;5
19-Sep-20;M;3
20-Sep-20;F;1
20-Sep-20;M;4
21-Sep-20;M;7
22-Sep-20;M;2
23-Sep-20;F;1
23-Sep-20;M;6
24-Sep-20;F;1
24-Sep-20;M;3
25-Sep-20;M;5
26-Sep-20;F;1
26-Sep-20;M;2
27-Sep-20;F;1
27-Sep-20;M;7
28-Sep-20;M;4
29-Sep-20;M;2
30-Sep-20;F;2
30-Sep-20;M;6
01-Oct-20;M;2
02-Oct-20;M;3
03-Oct-20;M;6
04-Oct-20;M;1
05-Oct-20;M;6
06-Oct-20;M;8
07-Oct-20;F;1
07-Oct-20;M;5
08-Oct-20;M;1
09-Oct-20;M;5
10-Oct-20;M;6
11-Oct-20;M;7
12-Oct-20;M;4
13-Oct-20;M;3
14-Oct-20;M;4
15-Oct-20;M;9
16-Oct-20;M;2
17-Oct-20;M;3
18-Oct-20;M;8
19-Oct-20;F;2
19-Oct-20;M;7
20-Oct-20;M;6
21-Oct-20;F;2
21-Oct-20;M;9
22-Oct-20;M;10
23-Oct-20;F;1
23-Oct-20;M;8
24-Oct-20;M;6
25-Oct-20;F;1
25-Oct-20;M;3
26-Oct-20;F;1
26-Oct-20;M;3
27-Oct-20;M;4
28-Oct-20;F;1
28-Oct-20;M;6
29-Oct-20;M;2
30-Oct-20;M;1
31-Oct-20;F;3
31-Oct-20;M;5
01-Nov-20;F;1
01-Nov-20;M;3
02-Nov-20;F;2
03-Nov-20;M;6
04-Nov-20;M;7
05-Nov-20;M;8
06-Nov-20;M;4
07-Nov-20;M;8
08-Nov-20;M;3
09-Nov-20;F;2
09-Nov-20;M;4
10-Nov-20;F;1
10-Nov-20;M;2
11-Nov-20;F;1
11-Nov-20;M;3
12-Nov-20;M;7
13-Nov-20;M;2
14-Nov-20;F;1
14-Nov-20;M;6
15-Nov-20;M;4
16-Nov-20;F;1
16-Nov-20;M;4
17-Nov-20;F;1
17-Nov-20;M;3
18-Nov-20;M;1
19-Nov-20;M;1
20-Nov-20;M;6
21-Nov-20;F;1
21-Nov-20;M;4
22-Nov-20;F;4
22-Nov-20;M;11
24-Nov-20;M;3
25-Nov-20;M;2
26-Nov-20;M;3
27-Nov-20;M;9
29-Nov-20;M;6
30-Nov-20;M;4
01-Dec-20;M;2
02-Dec-20;M;1
03-Dec-20;F;1
03-Dec-20;M;3
04-Dec-20;F;1
04-Dec-20;M;7
05-Dec-20;F;2
05-Dec-20;M;2
06-Dec-20;M;4
07-Dec-20;F;1
07-Dec-20;M;9
08-Dec-20;M;3
09-Dec-20;F;1
09-Dec-20;M;4
11-Dec-20;M;9
12-Dec-20;F;1
12-Dec-20;M;6
13-Dec-20;F;2
13-Dec-20;M;5
14-Dec-20;M;3
15-Dec-20;M;2
16-Dec-20;M;6
17-Dec-20;M;1
18-Dec-20;M;6
19-Dec-20;M;3
20-Dec-20;M;4
21-Dec-20;M;5
22-Dec-20;M;6
23-Dec-20;M;1
24-Dec-20;M;3
25-Dec-20;M;5
26-Dec-20;F;1
26-Dec-20;M;3
27-Dec-20;F;3
27-Dec-20;M;3
28-Dec-20;M;2
29-Dec-20;M;5
30-Dec-20;M;2
31-Dec-20;M;4
01-Jan-21;F;1
01-Jan-21;M;9
02-Jan-21;F;2
02-Jan-21;M;2
03-Jan-21;F;1
03-Jan-21;M;6
04-Jan-21;F;1
04-Jan-21;M;2
05-Jan-21;M;1
06-Jan-21;M;2
07-Jan-21;M;2
08-Jan-21;M;2
09-Jan-21;F;1
09-Jan-21;M;1
10-Jan-21;M;4
11-Jan-21;M;9
12-Jan-21;M;4
13-Jan-21;M;2
14-Jan-21;M;1
15-Jan-21;M;1
16-Jan-21;F;2
16-Jan-21;M;6
17-Jan-21;M;1
18-Jan-21;M;4
19-Jan-21;M;3
22-Jan-21;M;2
23-Jan-21;M;4
24-Jan-21;M;4
25-Jan-21;M;1
26-Jan-21;F;2
26-Jan-21;M;2
27-Jan-21;M;1
29-Jan-21;M;1
30-Jan-21;M;2
31-Jan-21;F;1
31-Jan-21;M;5
01-Feb-21;F;2
01-Feb-21;M;5
02-Feb-21;M;2
03-Feb-21;M;2
04-Feb-21;M;1
06-Feb-21;F;1
06-Feb-21;M;6
07-Feb-21;M;3
08-Feb-21;M;2
09-Feb-21;M;1
10-Feb-21;M;1
12-Feb-21;M;5
13-Feb-21;M;1
14-Feb-21;M;3
15-Feb-21;M;5
16-Feb-21;F;3
16-Feb-21;M;8
17-Feb-21;M;1
18-Feb-21;M;3
20-Feb-21;M;2
21-Feb-21;F;1
21-Feb-21;M;2
22-Feb-21;M;3
23-Feb-21;F;1
23-Feb-21;M;3
24-Feb-21;M;4
25-Feb-21;M;2
26-Feb-21;M;6
27-Feb-21;F;1
27-Feb-21;M;6
28-Feb-21;M;3
01-Mar-21;M;1
02-Mar-21;M;5
03-Mar-21;M;1
04-Mar-21;M;7
05-Mar-21;M;2
06-Mar-21;M;1
07-Mar-21;F;4
07-Mar-21;M;9
08-Mar-21;M;3
09-Mar-21;M;4
10-Mar-21;F;2
10-Mar-21;M;4
11-Mar-21;M;5
12-Mar-21;F;2
12-Mar-21;M;3
13-Mar-21;F;1
13-Mar-21;M;11
14-Mar-21;F;2
14-Mar-21;M;7
15-Mar-21;F;1
15-Mar-21;M;6
16-Mar-21;M;1
17-Mar-21;F;4
18-Mar-21;M;1
19-Mar-21;M;3
20-Mar-21;M;2
21-Mar-21;M;4
22-Mar-21;M;1
23-Mar-21;M;1
24-Mar-21;M;3
25-Mar-21;M;4
26-Mar-21;M;3
27-Mar-21;F;1
27-Mar-21;M;7
28-Mar-21;M;5
29-Mar-21;M;1
30-Mar-21;F;1
30-Mar-21;M;7
01-Apr-21;M;2
02-Apr-21;M;3
03-Apr-21;M;6
04-Apr-21;M;11
05-Apr-21;F;6
05-Apr-21;M;6
06-Apr-21;F;3
06-Apr-21;M;6
07-Apr-21;M;5
08-Apr-21;M;7
09-Apr-21;M;4
10-Apr-21;M;2
11-Apr-21;M;3
12-Apr-21;M;3
13-Apr-21;M;3
14-Apr-21;F;1
14-Apr-21;M;2
15-Apr-21;M;6
16-Apr-21;M;5
17-Apr-21;F;1
17-Apr-21;M;3
18-Apr-21;F;1
18-Apr-21;M;5
19-Apr-21;M;4
20-Apr-21;M;3
21-Apr-21;F;1
21-Apr-21;M;11
22-Apr-21;M;1
23-Apr-21;M;9
24-Apr-21;F;3
24-Apr-21;M;13
25-Apr-21;F;1
25-Apr-21;M;8
26-Apr-21;M;4
27-Apr-21;F;3
27-Apr-21;M;4
28-Apr-21;F;1
28-Apr-21;M;6
29-Apr-21;M;10
30-Apr-21;M;5
01-May-21;M;5
02-May-21;M;11
03-May-21;M;2
04-May-21;M;4
05-May-21;M;4
06-May-21;M;16
07-May-21;F;1
07-May-21;M;4
08-May-21;F;4
08-May-21;M;5
09-May-21;M;5
10-May-21;M;6
11-May-21;M;6
12-May-21;M;13
13-May-21;M;6
14-May-21;M;5
15-May-21;F;2
15-May-21;M;15
16-May-21;M;3
17-May-21;F;1
17-May-21;M;6
18-May-21;F;1
18-May-21;M;6
19-May-21;M;9
20-May-21;M;5
21-May-21;F;1
21-May-21;M;3
22-May-21;M;10
23-May-21;M;9
24-May-21;F;1
24-May-21;M;3
25-May-21;M;9
26-May-21;M;6
27-May-21;M;8
28-May-21;F;1
28-May-21;M;5
29-May-21;M;1
30-May-21;M;5
31-May-21;M;20
01-Jun-21;M;2
02-Jun-21;M;4
03-Jun-21;F;2
03-Jun-21;M;6
04-Jun-21;F;1
04-Jun-21;M;2
05-Jun-21;F;1
05-Jun-21;M;9
06-Jun-21;F;1
06-Jun-21;M;9
07-Jun-21;F;1
07-Jun-21;M;5
08-Jun-21;M;4
09-Jun-21;M;1
10-Jun-21;M;2
11-Jun-21;F;1
11-Jun-21;M;10
12-Jun-21;F;2
12-Jun-21;M;5
13-Jun-21;M;5
14-Jun-21;M;9
15-Jun-21;M;4
16-Jun-21;F;5
16-Jun-21;M;12
17-Jun-21;F;1
17-Jun-21;M;2
18-Jun-21;M;4
19-Jun-21;F;4
19-Jun-21;M;9
20-Jun-21;M;9
21-Jun-21;F;1
21-Jun-21;M;9
22-Jun-21;F;2
22-Jun-21;M;7
23-Jun-21;M;3
24-Jun-21;F;1
24-Jun-21;M;2
25-Jun-21;M;7
26-Jun-21;M;3
27-Jun-21;F;1
27-Jun-21;M;7
28-Jun-21;F;1
28-Jun-21;M;6
29-Jun-21;M;9
30-Jun-21;F;1
30-Jun-21;M;7
01-Jul-21;M;7
02-Jul-21;F;4
02-Jul-21;M;9
03-Jul-21;M;5
04-Jul-21;F;2
04-Jul-21;M;13
05-Jul-21;F;1
05-Jul-21;M;8
06-Jul-21;M;5
07-Jul-21;M;5
08-Jul-21;M;6
09-Jul-21;F;1
09-Jul-21;M;4
10-Jul-21;M;2
11-Jul-21;F;1
11-Jul-21;M;14
12-Jul-21;F;1
12-Jul-21;M;6
13-Jul-21;M;5
14-Jul-21;F;1
14-Jul-21;M;5
15-Jul-21;M;8
16-Jul-21;F;1
16-Jul-21;M;5
17-Jul-21;F;1
17-Jul-21;M;5
18-Jul-21;F;1
18-Jul-21;M;6
19-Jul-21;M;6
20-Jul-21;F;1
20-Jul-21;M;4
21-Jul-21;M;4
22-Jul-21;M;6
23-Jul-21;M;4
24-Jul-21;M;4
25-Jul-21;M;2
26-Jul-21;F;1
26-Jul-21;M;8
27-Jul-21;M;2
28-Jul-21;M;2
29-Jul-21;M;4
30-Jul-21;M;8
31-Jul-21;F;6
31-Jul-21;M;10
01-Aug-21;M;6
02-Aug-21;M;5
03-Aug-21;M;4
04-Aug-21;F;2
04-Aug-21;M;6
05-Aug-21;M;10
06-Aug-21;M;5
07-Aug-21;F;4
07-Aug-21;M;12
08-Aug-21;M;7
09-Aug-21;M;5
10-Aug-21;M;3
11-Aug-21;M;5
12-Aug-21;M;8
13-Aug-21;F;4
13-Aug-21;M;13
14-Aug-21;F;1
14-Aug-21;M;12
15-Aug-21;M;6
16-Aug-21;F;1
16-Aug-21;M;8
17-Aug-21;M;11
18-Aug-21;M;5
19-Aug-21;F;5
19-Aug-21;M;10
20-Aug-21;M;1
21-Aug-21;F;1
21-Aug-21;M;6
22-Aug-21;M;3
23-Aug-21;M;5
24-Aug-21;M;1
25-Aug-21;F;5
25-Aug-21;M;3
26-Aug-21;M;2
27-Aug-21;M;7
28-Aug-21;F;1
28-Aug-21;M;6
29-Aug-21;F;1
29-Aug-21;M;9
30-Aug-21;M;8
31-Aug-21;F;3
31-Aug-21;M;8
01-Sep-21;F;1
01-Sep-21;M;3
02-Sep-21;M;6
03-Sep-21;F;1
03-Sep-21;M;9
04-Sep-21;M;15
05-Sep-21;F;2
05-Sep-21;M;11
06-Sep-21;F;1
06-Sep-21;M;6
07-Sep-21;M;7
08-Sep-21;M;7
10-Sep-21;M;7
11-Sep-21;M;5
12-Sep-21;F;1
12-Sep-21;M;4
13-Sep-21;F;2
13-Sep-21;M;4
14-Sep-21;M;3
15-Sep-21;M;4
16-Sep-21;F;1
16-Sep-21;M;3
17-Sep-21;M;3
18-Sep-21;F;5
18-Sep-21;M;11
19-Sep-21;M;4
20-Sep-21;M;9
21-Sep-21;M;3
22-Sep-21;M;5
23-Sep-21;M;5
24-Sep-21;F;1
24-Sep-21;M;5
25-Sep-21;F;1
25-Sep-21;M;3
26-Sep-21;M;6
27-Sep-21;M;6
28-Sep-21;F;1
28-Sep-21;M;7
29-Sep-21;M;11
30-Sep-21;M;3
01-Oct-21;F;1
01-Oct-21;M;6
02-Oct-21;F;2
02-Oct-21;M;6
03-Oct-21;M;9
04-Oct-21;M;6
05-Oct-21;M;1
06-Oct-21;M;4
07-Oct-21;M;4
08-Oct-21;M;1
09-Oct-21;F;1
09-Oct-21;M;7
10-Oct-21;M;5
11-Oct-21;F;1
11-Oct-21;M;1
12-Oct-21;F;1
12-Oct-21;M;1
13-Oct-21;F;2
13-Oct-21;M;4
14-Oct-21;M;10
15-Oct-21;M;10
16-Oct-21;M;4
17-Oct-21;M;5
18-Oct-21;M;3
19-Oct-21;M;5
20-Oct-21;M;2
21-Oct-21;M;5
22-Oct-21;M;7
23-Oct-21;F;1
23-Oct-21;M;3
24-Oct-21;M;5
25-Oct-21;M;4
26-Oct-21;M;1
27-Oct-21;M;2
28-Oct-21;F;2
28-Oct-21;M;6
30-Oct-21;M;4
31-Oct-21;F;2
31-Oct-21;M;15
01-Nov-21;M;2
02-Nov-21;M;3
03-Nov-21;F;1
03-Nov-21;M;3
04-Nov-21;F;1
05-Nov-21;M;7
06-Nov-21;F;1
06-Nov-21;M;4
07-Nov-21;M;1
08-Nov-21;M;8
09-Nov-21;M;6
10-Nov-21;M;5
11-Nov-21;F;1
11-Nov-21;M;9
12-Nov-21;M;3
13-Nov-21;F;1
13-Nov-21;M;11
14-Nov-21;M;3
15-Nov-21;M;4
16-Nov-21;M;11
17-Nov-21;F;2
17-Nov-21;M;9
18-Nov-21;M;8
19-Nov-21;M;4
20-Nov-21;M;1
21-Nov-21;M;9
22-Nov-21;M;6
23-Nov-21;M;3
24-Nov-21;F;1
24-Nov-21;M;2
25-Nov-21;M;3
26-Nov-21;M;5
27-Nov-21;F;2
27-Nov-21;M;4
28-Nov-21;M;3
29-Nov-21;M;2
30-Nov-21;M;2
01-Dec-21;F;1
01-Dec-21;M;6
02-Dec-21;M;5
03-Dec-21;M;13
04-Dec-21;M;6
05-Dec-21;F;2
05-Dec-21;M;4
06-Dec-21;M;5
07-Dec-21;M;2
09-Dec-21;M;5
10-Dec-21;M;4
11-Dec-21;M;9
12-Dec-21;F;1
12-Dec-21;M;7
13-Dec-21;M;1
14-Dec-21;M;3
15-Dec-21;M;2
16-Dec-21;F;1
16-Dec-21;M;5
17-Dec-21;F;1
17-Dec-21;M;13
18-Dec-21;M;8
19-Dec-21;M;3
20-Dec-21;M;3
21-Dec-21;M;3
22-Dec-21;M;5
23-Dec-21;F;4
23-Dec-21;M;3
24-Dec-21;M;4
25-Dec-21;M;1
26-Dec-21;M;7
27-Dec-21;M;9
28-Dec-21;M;1
29-Dec-21;F;1
29-Dec-21;M;1
30-Dec-21;M;2
31-Dec-21;F;1
31-Dec-21;M;4
01-Jan-22;M;5
02-Jan-22;F;1
02-Jan-22;M;2
03-Jan-22;M;3
04-Jan-22;M;1
05-Jan-22;F;2
06-Jan-22;M;6
07-Jan-22;M;5
08-Jan-22;M;3
09-Jan-22;F;1
09-Jan-22;M;4
10-Jan-22;M;4
11-Jan-22;M;3
13-Jan-22;F;2
13-Jan-22;M;6
14-Jan-22;M;2
15-Jan-22;M;4
16-Jan-22;M;6
17-Jan-22;M;2
18-Jan-22;F;1
18-Jan-22;M;3
19-Jan-22;F;1
19-Jan-22;M;1
20-Jan-22;M;1
21-Jan-22;M;4
22-Jan-22;M;7
23-Jan-22;F;1
23-Jan-22;M;7
24-Jan-22;M;3
25-Jan-22;F;1
25-Jan-22;M;5
26-Jan-22;M;1
27-Jan-22;M;3
28-Jan-22;F;1
28-Jan-22;M;3
29-Jan-22;M;2
30-Jan-22;M;2
31-Jan-22;M;7
01-Feb-22;F;2
01-Feb-22;M;5
02-Feb-22;M;4
03-Feb-22;M;2
05-Feb-22;M;7
06-Feb-22;M;3
07-Feb-22;M;8
08-Feb-22;M;4
09-Feb-22;M;2
10-Feb-22;F;1
10-Feb-22;M;11
11-Feb-22;M;3
12-Feb-22;M;5
13-Feb-22;M;5
14-Feb-22;M;1
15-Feb-22;M;1
16-Feb-22;M;2
17-Feb-22;M;3
18-Feb-22;M;2
19-Feb-22;M;3
20-Feb-22;M;1
21-Feb-22;M;3
22-Feb-22;M;2
23-Feb-22;M;1
24-Feb-22;M;1
25-Feb-22;M;3
26-Feb-22;F;1
26-Feb-22;M;2
27-Feb-22;F;1
27-Feb-22;M;10
28-Feb-22;M;3
01-Mar-22;F;3
01-Mar-22;M;4
02-Mar-22;M;2
03-Mar-22;M;5
04-Mar-22;F;2
04-Mar-22;M;2
05-Mar-22;M;6
06-Mar-22;F;1
06-Mar-22;M;6
07-Mar-22;M;4
08-Mar-22;M;3
10-Mar-22;M;7
11-Mar-22;M;4
12-Mar-22;M;3
13-Mar-22;F;1
13-Mar-22;M;5
14-Mar-22;M;4
15-Mar-22;M;6
16-Mar-22;M;3
17-Mar-22;F;1
17-Mar-22;M;2
18-Mar-22;F;2
18-Mar-22;M;11
19-Mar-22;F;3
19-Mar-22;M;10
20-Mar-22;M;7
21-Mar-22;F;3
21-Mar-22;M;6
22-Mar-22;M;3
23-Mar-22;M;1
24-Mar-22;F;2
24-Mar-22;M;5
25-Mar-22;F;4
25-Mar-22;M;4
26-Mar-22;M;2
27-Mar-22;M;2
28-Mar-22;M;1
29-Mar-22;F;2
29-Mar-22;M;2
30-Mar-22;M;3
31-Mar-22;F;2
31-Mar-22;M;7
01-Apr-22;M;3
02-Apr-22;M;1
03-Apr-22;M;2
04-Apr-22;F;2
04-Apr-22;M;3
05-Apr-22;F;1
05-Apr-22;M;6
06-Apr-22;M;4
08-Apr-22;F;2
08-Apr-22;M;3
09-Apr-22;M;12
10-Apr-22;M;6
11-Apr-22;F;1
11-Apr-22;M;2
12-Apr-22;F;7
12-Apr-22;M;14
13-Apr-22;F;2
13-Apr-22;M;5
14-Apr-22;M;4
15-Apr-22;F;1
15-Apr-22;M;5
16-Apr-22;M;4
17-Apr-22;M;4
18-Apr-22;M;3
19-Apr-22;M;3
21-Apr-22;M;4
22-Apr-22;M;4
23-Apr-22;M;13
24-Apr-22;F;3
24-Apr-22;M;5
25-Apr-22;M;3
26-Apr-22;F;1
26-Apr-22;M;6
27-Apr-22;F;3
27-Apr-22;M;7
28-Apr-22;M;2
29-Apr-22;M;2
30-Apr-22;M;2
01-May-22;M;9
02-May-22;M;1
03-May-22;F;2
03-May-22;M;5
04-May-22;F;2
04-May-22;M;5
05-May-22;F;1
05-May-22;M;12
06-May-22;M;5
07-May-22;M;3
09-May-22;F;4
09-May-22;M;6
10-May-22;M;3
11-May-22;M;3
12-May-22;M;5
13-May-22;M;2
14-May-22;M;5
15-May-22;F;3
15-May-22;M;4
16-May-22;F;3
16-May-22;M;16
17-May-22;M;4
18-May-22;M;6
20-May-22;M;3
21-May-22;M;6
22-May-22;F;1
22-May-22;M;5
23-May-22;M;2
24-May-22;F;2
25-May-22;M;7
26-May-22;M;4
27-May-22;M;3
28-May-22;M;6
29-May-22;F;2
29-May-22;M;7
30-May-22;F;1
30-May-22;M;6
31-May-22;M;6
