Date;Victim Sex;Total Shootings
10-Mar-11;M;2
11-Mar-11;F;1
11-Mar-11;M;1
12-Mar-11;M;5
13-Mar-11;F;1
13-Mar-11;M;4
14-Mar-11;M;1
16-Mar-11;M;4
17-Mar-11;M;5
18-Mar-11;M;3
19-Mar-11;M;8
20-Mar-11;F;1
20-Mar-11;M;3
21-Mar-11;M;5
22-Mar-11;M;6
23-Mar-11;M;3
24-Mar-11;M;1
25-Mar-11;M;3
26-Mar-11;F;2
26-Mar-11;M;4
27-Mar-11;M;2
28-Mar-11;M;2
29-Mar-11;M;1
30-Mar-11;M;1
31-Mar-11;M;1
01-Apr-11;M;5
02-Apr-11;F;2
02-Apr-11;M;8
03-Apr-11;M;3
04-Apr-11;M;1
05-Apr-11;M;1
06-Apr-11;M;8
07-Apr-11;M;9
08-Apr-11;M;5
09-Apr-11;M;2
10-Apr-11;F;1
10-Apr-11;M;2
11-Apr-11;F;1
11-Apr-11;M;8
12-Apr-11;M;7
13-Apr-11;M;1
14-Apr-11;M;6
15-Apr-11;M;1
16-Apr-11;M;4
17-Apr-11;M;5
18-Apr-11;F;1
18-Apr-11;M;3
19-Apr-11;M;2
20-Apr-11;M;1
22-Apr-11;M;1
23-Apr-11;M;5
24-Apr-11;F;2
24-Apr-11;M;3
25-Apr-11;F;2
25-Apr-11;M;6
26-Apr-11;M;6
27-Apr-11;F;2
27-Apr-11;M;6
28-Apr-11;M;5
29-Apr-11;F;1
29-Apr-11;M;2
30-Apr-11;F;1
30-Apr-11;M;7
01-May-11;M;8
02-May-11;M;5
03-May-11;M;6
05-May-11;M;6
07-May-11;M;7
08-May-11;M;3
09-May-11;F;2
09-May-11;M;6
10-May-11;F;1
10-May-11;M;4
11-May-11;M;8
12-May-11;M;3
13-May-11;M;4
14-May-11;M;3
15-May-11;M;5
16-May-11;M;1
17-May-11;F;2
17-May-11;M;3
18-May-11;M;6
19-May-11;F;1
19-May-11;M;6
20-May-11;M;1
21-May-11;M;7
22-May-11;M;2
23-May-11;M;2
24-May-11;F;1
24-May-11;M;7
25-May-11;M;3
26-May-11;M;2
27-May-11;F;2
27-May-11;M;11
28-May-11;F;1
28-May-11;M;9
29-May-11;F;3
29-May-11;M;15
30-May-11;F;1
30-May-11;M;12
31-May-11;F;1
31-May-11;M;6
01-Jun-11;M;3
02-Jun-11;M;4
03-Jun-11;M;2
04-Jun-11;M;4
05-Jun-11;M;7
06-Jun-11;M;2
07-Jun-11;F;1
07-Jun-11;M;4
08-Jun-11;F;1
08-Jun-11;M;4
09-Jun-11;F;5
09-Jun-11;M;11
10-Jun-11;F;2
10-Jun-11;M;6
11-Jun-11;F;1
11-Jun-11;M;4
12-Jun-11;M;3
14-Jun-11;M;1
15-Jun-11;F;1
15-Jun-11;M;3
16-Jun-11;M;5
17-Jun-11;F;1
17-Jun-11;M;3
18-Jun-11;M;20
19-Jun-11;F;3
19-Jun-11;M;12
20-Jun-11;F;1
20-Jun-11;M;5
21-Jun-11;M;8
22-Jun-11;M;4
23-Jun-11;M;2
24-Jun-11;M;8
25-Jun-11;M;4
26-Jun-11;M;14
27-Jun-11;M;3
28-Jun-11;F;2
28-Jun-11;M;4
29-Jun-11;M;3
30-Jun-11;F;1
30-Jun-11;M;6
01-Jul-11;F;1
01-Jul-11;M;1
02-Jul-11;F;3
02-Jul-11;M;13
03-Jul-11;F;1
03-Jul-11;M;9
04-Jul-11;M;8
05-Jul-11;F;1
05-Jul-11;M;16
06-Jul-11;M;5
07-Jul-11;M;6
08-Jul-11;F;2
08-Jul-11;M;5
09-Jul-11;M;5
10-Jul-11;F;1
10-Jul-11;M;9
11-Jul-11;M;6
12-Jul-11;M;4
13-Jul-11;F;2
13-Jul-11;M;3
14-Jul-11;M;5
15-Jul-11;M;8
16-Jul-11;F;1
16-Jul-11;M;9
17-Jul-11;F;2
17-Jul-11;M;12
18-Jul-11;M;8
19-Jul-11;M;1
20-Jul-11;F;2
20-Jul-11;M;6
21-Jul-11;F;2
21-Jul-11;M;4
22-Jul-11;F;1
22-Jul-11;M;1
23-Jul-11;F;3
23-Jul-11;M;7
25-Jul-11;M;8
26-Jul-11;M;3
27-Jul-11;M;7
28-Jul-11;M;10
29-Jul-11;M;5
30-Jul-11;M;9
31-Jul-11;M;6
01-Aug-11;F;1
01-Aug-11;M;7
02-Aug-11;M;7
03-Aug-11;M;1
04-Aug-11;F;1
04-Aug-11;M;8
05-Aug-11;F;1
05-Aug-11;M;7
06-Aug-11;F;1
06-Aug-11;M;12
07-Aug-11;F;1
07-Aug-11;M;7
08-Aug-11;F;1
08-Aug-11;M;6
09-Aug-11;F;3
09-Aug-11;M;4
10-Aug-11;M;3
11-Aug-11;M;2
12-Aug-11;F;2
12-Aug-11;M;4
13-Aug-11;F;1
13-Aug-11;M;6
14-Aug-11;M;4
15-Aug-11;M;4
16-Aug-11;F;1
16-Aug-11;M;7
17-Aug-11;M;6
18-Aug-11;F;1
18-Aug-11;M;4
19-Aug-11;M;3
20-Aug-11;M;3
21-Aug-11;F;3
21-Aug-11;M;10
22-Aug-11;F;1
22-Aug-11;M;2
23-Aug-11;M;6
24-Aug-11;M;3
25-Aug-11;F;1
25-Aug-11;M;6
26-Aug-11;F;1
26-Aug-11;M;6
27-Aug-11;F;2
27-Aug-11;M;12
28-Aug-11;M;1
29-Aug-11;F;2
29-Aug-11;M;19
30-Aug-11;M;6
31-Aug-11;F;1
31-Aug-11;M;16
01-Sep-11;M;4
02-Sep-11;F;2
02-Sep-11;M;12
03-Sep-11;F;2
03-Sep-11;M;10
04-Sep-11;F;3
04-Sep-11;M;28
05-Sep-11;F;2
05-Sep-11;M;18
06-Sep-11;F;2
06-Sep-11;M;5
07-Sep-11;M;4
08-Sep-11;F;2
08-Sep-11;M;7
09-Sep-11;F;2
09-Sep-11;M;7
10-Sep-11;F;4
10-Sep-11;M;6
11-Sep-11;F;4
11-Sep-11;M;8
12-Sep-11;M;4
13-Sep-11;M;1
14-Sep-11;F;1
14-Sep-11;M;3
15-Sep-11;M;3
16-Sep-11;F;1
16-Sep-11;M;4
17-Sep-11;F;1
17-Sep-11;M;5
18-Sep-11;M;12
19-Sep-11;F;1
19-Sep-11;M;4
20-Sep-11;M;3
21-Sep-11;M;8
22-Sep-11;M;2
23-Sep-11;M;5
24-Sep-11;M;10
25-Sep-11;F;3
25-Sep-11;M;15
26-Sep-11;M;2
27-Sep-11;F;1
27-Sep-11;M;7
28-Sep-11;M;11
29-Sep-11;M;2
30-Sep-11;F;3
30-Sep-11;M;6
01-Oct-11;M;6
02-Oct-11;F;5
02-Oct-11;M;5
03-Oct-11;F;1
03-Oct-11;M;2
04-Oct-11;M;7
05-Oct-11;M;1
06-Oct-11;M;1
07-Oct-11;M;3
08-Oct-11;M;5
09-Oct-11;M;11
10-Oct-11;F;1
10-Oct-11;M;6
11-Oct-11;M;3
12-Oct-11;M;5
13-Oct-11;M;6
14-Oct-11;F;1
14-Oct-11;M;9
15-Oct-11;F;1
15-Oct-11;M;12
16-Oct-11;M;14
17-Oct-11;F;2
17-Oct-11;M;10
18-Oct-11;M;4
19-Oct-11;M;1
20-Oct-11;F;2
20-Oct-11;M;5
21-Oct-11;F;8
21-Oct-11;M;4
22-Oct-11;F;1
22-Oct-11;M;10
23-Oct-11;M;6
24-Oct-11;F;1
24-Oct-11;M;3
27-Oct-11;F;1
28-Oct-11;M;9
29-Oct-11;M;4
30-Oct-11;F;2
30-Oct-11;M;4
31-Oct-11;M;6
01-Nov-11;M;4
02-Nov-11;M;3
04-Nov-11;M;3
05-Nov-11;M;3
06-Nov-11;F;2
06-Nov-11;M;1
07-Nov-11;F;1
07-Nov-11;M;4
08-Nov-11;M;6
09-Nov-11;M;6
10-Nov-11;M;2
11-Nov-11;F;1
11-Nov-11;M;4
12-Nov-11;M;6
13-Nov-11;M;8
14-Nov-11;M;2
15-Nov-11;F;2
15-Nov-11;M;7
16-Nov-11;M;2
17-Nov-11;M;4
18-Nov-11;M;7
19-Nov-11;F;1
19-Nov-11;M;4
20-Nov-11;F;1
20-Nov-11;M;9
21-Nov-11;M;5
22-Nov-11;M;5
23-Nov-11;M;5
24-Nov-11;F;1
24-Nov-11;M;5
25-Nov-11;F;1
25-Nov-11;M;6
26-Nov-11;M;3
27-Nov-11;M;4
28-Nov-11;M;2
29-Nov-11;F;1
29-Nov-11;M;2
01-Dec-11;M;2
02-Dec-11;F;1
02-Dec-11;M;6
03-Dec-11;M;9
04-Dec-11;M;11
05-Dec-11;F;4
05-Dec-11;M;4
06-Dec-11;M;3
07-Dec-11;M;1
08-Dec-11;M;3
10-Dec-11;F;2
10-Dec-11;M;5
11-Dec-11;F;3
11-Dec-11;M;4
12-Dec-11;M;11
13-Dec-11;M;4
14-Dec-11;M;4
15-Dec-11;M;4
16-Dec-11;M;3
17-Dec-11;M;5
18-Dec-11;F;1
18-Dec-11;M;3
19-Dec-11;M;3
21-Dec-11;M;4
22-Dec-11;M;6
23-Dec-11;M;2
24-Dec-11;F;1
24-Dec-11;M;2
25-Dec-11;M;5
26-Dec-11;F;1
26-Dec-11;M;5
27-Dec-11;M;8
28-Dec-11;M;1
29-Dec-11;M;1
30-Dec-11;M;3
31-Dec-11;M;16
01-Jan-12;M;11
02-Jan-12;M;3
03-Jan-12;M;2
04-Jan-12;M;1
05-Jan-12;M;9
06-Jan-12;M;4
07-Jan-12;M;4
08-Jan-12;M;5
09-Jan-12;M;2
10-Jan-12;M;6
11-Jan-12;M;4
12-Jan-12;M;3
13-Jan-12;M;4
14-Jan-12;F;1
14-Jan-12;M;2
15-Jan-12;M;1
16-Jan-12;M;3
17-Jan-12;M;1
18-Jan-12;F;1
18-Jan-12;M;2
19-Jan-12;M;2
20-Jan-12;M;2
21-Jan-12;M;11
22-Jan-12;M;3
23-Jan-12;M;1
24-Jan-12;M;4
25-Jan-12;M;2
26-Jan-12;F;1
27-Jan-12;M;3
28-Jan-12;F;1
28-Jan-12;M;4
29-Jan-12;M;3
30-Jan-12;F;1
30-Jan-12;M;1
31-Jan-12;M;6
01-Feb-12;F;1
01-Feb-12;M;2
02-Feb-12;M;3
04-Feb-12;F;1
04-Feb-12;M;6
05-Feb-12;M;11
08-Feb-12;F;2
08-Feb-12;M;4
10-Feb-12;M;3
11-Feb-12;F;1
11-Feb-12;M;7
13-Feb-12;F;1
13-Feb-12;M;6
14-Feb-12;M;1
16-Feb-12;M;3
17-Feb-12;F;2
17-Feb-12;M;2
18-Feb-12;M;10
19-Feb-12;F;2
19-Feb-12;M;2
20-Feb-12;M;1
21-Feb-12;M;5
22-Feb-12;M;1
23-Feb-12;M;2
24-Feb-12;M;3
25-Feb-12;F;1
25-Feb-12;M;7
26-Feb-12;M;7
27-Feb-12;M;3
28-Feb-12;M;1
01-Mar-12;M;4
02-Mar-12;M;5
03-Mar-12;M;6
04-Mar-12;M;3
05-Mar-12;M;2
06-Mar-12;M;4
07-Mar-12;F;1
07-Mar-12;M;1
08-Mar-12;F;2
08-Mar-12;M;6
09-Mar-12;M;1
10-Mar-12;M;5
11-Mar-12;M;6
12-Mar-12;F;1
12-Mar-12;M;3
13-Mar-12;M;4
14-Mar-12;M;1
15-Mar-12;M;3
16-Mar-12;M;1
17-Mar-12;M;10
18-Mar-12;F;2
18-Mar-12;M;5
19-Mar-12;F;1
19-Mar-12;M;12
20-Mar-12;F;2
20-Mar-12;M;8
21-Mar-12;M;4
22-Mar-12;M;1
23-Mar-12;M;4
24-Mar-12;M;5
25-Mar-12;F;1
25-Mar-12;M;7
26-Mar-12;M;4
27-Mar-12;M;1
30-Mar-12;M;2
31-Mar-12;M;2
01-Apr-12;M;1
02-Apr-12;M;4
03-Apr-12;M;1
04-Apr-12;M;5
05-Apr-12;M;1
06-Apr-12;F;1
06-Apr-12;M;1
07-Apr-12;F;3
07-Apr-12;M;3
08-Apr-12;M;6
09-Apr-12;M;4
10-Apr-12;M;1
11-Apr-12;M;2
12-Apr-12;M;1
13-Apr-12;M;1
14-Apr-12;F;4
14-Apr-12;M;12
15-Apr-12;F;1
15-Apr-12;M;7
16-Apr-12;M;6
17-Apr-12;F;2
17-Apr-12;M;6
18-Apr-12;F;1
18-Apr-12;M;5
19-Apr-12;M;3
20-Apr-12;M;5
21-Apr-12;M;2
22-Apr-12;F;2
22-Apr-12;M;8
23-Apr-12;M;2
24-Apr-12;F;4
24-Apr-12;M;2
25-Apr-12;M;5
26-Apr-12;F;1
27-Apr-12;M;1
28-Apr-12;M;2
29-Apr-12;F;4
29-Apr-12;M;6
30-Apr-12;F;1
01-May-12;M;4
02-May-12;M;2
03-May-12;M;1
04-May-12;M;2
05-May-12;M;9
06-May-12;M;4
08-May-12;F;1
08-May-12;M;3
09-May-12;M;2
10-May-12;M;4
11-May-12;M;4
12-May-12;F;1
12-May-12;M;12
13-May-12;F;1
13-May-12;M;10
14-May-12;F;1
14-May-12;M;5
15-May-12;M;1
16-May-12;M;6
17-May-12;M;6
19-May-12;M;11
20-May-12;M;9
21-May-12;F;1
21-May-12;M;7
22-May-12;M;5
23-May-12;F;2
23-May-12;M;4
24-May-12;M;2
25-May-12;M;5
26-May-12;F;3
26-May-12;M;14
27-May-12;M;12
28-May-12;F;1
28-May-12;M;7
29-May-12;M;6
30-May-12;F;1
31-May-12;M;4
01-Jun-12;M;2
02-Jun-12;M;7
03-Jun-12;M;6
04-Jun-12;M;1
05-Jun-12;M;7
06-Jun-12;M;9
07-Jun-12;M;3
08-Jun-12;M;4
09-Jun-12;M;7
10-Jun-12;M;5
11-Jun-12;F;1
11-Jun-12;M;6
12-Jun-12;F;2
12-Jun-12;M;5
13-Jun-12;F;1
13-Jun-12;M;6
14-Jun-12;M;1
15-Jun-12;M;5
16-Jun-12;M;5
17-Jun-12;F;2
17-Jun-12;M;7
18-Jun-12;F;1
18-Jun-12;M;3
19-Jun-12;M;5
20-Jun-12;F;1
20-Jun-12;M;7
21-Jun-12;M;6
22-Jun-12;M;3
23-Jun-12;M;6
24-Jun-12;F;1
24-Jun-12;M;10
25-Jun-12;M;2
26-Jun-12;M;1
27-Jun-12;M;6
28-Jun-12;F;2
28-Jun-12;M;9
29-Jun-12;F;3
29-Jun-12;M;13
30-Jun-12;F;3
30-Jun-12;M;9
01-Jul-12;F;1
01-Jul-12;M;7
02-Jul-12;F;3
02-Jul-12;M;10
03-Jul-12;F;1
03-Jul-12;M;5
04-Jul-12;F;2
04-Jul-12;M;15
05-Jul-12;F;1
05-Jul-12;M;11
06-Jul-12;M;6
07-Jul-12;F;1
07-Jul-12;M;16
08-Jul-12;F;1
08-Jul-12;M;8
09-Jul-12;M;9
10-Jul-12;M;2
11-Jul-12;M;5
12-Jul-12;M;5
13-Jul-12;M;2
14-Jul-12;M;7
15-Jul-12;F;1
15-Jul-12;M;14
16-Jul-12;M;4
17-Jul-12;M;3
18-Jul-12;M;3
19-Jul-12;M;3
20-Jul-12;F;1
20-Jul-12;M;1
21-Jul-12;M;10
22-Jul-12;M;19
23-Jul-12;M;3
24-Jul-12;M;8
25-Jul-12;F;1
25-Jul-12;M;6
26-Jul-12;M;7
27-Jul-12;M;2
28-Jul-12;F;3
28-Jul-12;M;10
29-Jul-12;F;3
29-Jul-12;M;16
30-Jul-12;M;7
31-Jul-12;M;4
01-Aug-12;M;3
02-Aug-12;F;3
02-Aug-12;M;7
03-Aug-12;M;5
04-Aug-12;M;7
05-Aug-12;M;13
06-Aug-12;M;1
07-Aug-12;F;2
07-Aug-12;M;6
08-Aug-12;F;2
08-Aug-12;M;5
09-Aug-12;M;2
10-Aug-12;M;2
11-Aug-12;M;9
12-Aug-12;M;5
13-Aug-12;F;1
13-Aug-12;M;3
14-Aug-12;M;5
15-Aug-12;M;1
16-Aug-12;M;4
17-Aug-12;M;5
18-Aug-12;F;2
18-Aug-12;M;6
19-Aug-12;F;1
19-Aug-12;M;1
20-Aug-12;M;5
21-Aug-12;F;1
21-Aug-12;M;7
22-Aug-12;M;3
23-Aug-12;M;13
24-Aug-12;M;3
25-Aug-12;F;1
25-Aug-12;M;7
26-Aug-12;F;1
26-Aug-12;M;18
27-Aug-12;M;11
28-Aug-12;F;1
28-Aug-12;M;2
29-Aug-12;M;1
30-Aug-12;F;2
30-Aug-12;M;11
31-Aug-12;M;3
01-Sep-12;F;1
01-Sep-12;M;3
02-Sep-12;M;9
03-Sep-12;F;1
03-Sep-12;M;6
04-Sep-12;M;4
05-Sep-12;M;2
06-Sep-12;M;5
07-Sep-12;M;8
08-Sep-12;M;7
09-Sep-12;M;4
12-Sep-12;M;1
13-Sep-12;M;1
14-Sep-12;M;5
15-Sep-12;M;8
16-Sep-12;M;6
17-Sep-12;M;4
18-Sep-12;M;5
20-Sep-12;M;2
21-Sep-12;M;4
22-Sep-12;M;13
23-Sep-12;F;1
23-Sep-12;M;6
24-Sep-12;M;1
25-Sep-12;F;1
25-Sep-12;M;6
26-Sep-12;F;1
26-Sep-12;M;3
27-Sep-12;F;1
27-Sep-12;M;2
28-Sep-12;F;1
28-Sep-12;M;2
29-Sep-12;M;4
30-Sep-12;M;12
01-Oct-12;M;3
02-Oct-12;M;7
03-Oct-12;F;1
03-Oct-12;M;1
04-Oct-12;M;6
06-Oct-12;M;6
07-Oct-12;F;1
07-Oct-12;M;4
08-Oct-12;M;2
09-Oct-12;M;3
10-Oct-12;F;2
12-Oct-12;M;3
13-Oct-12;F;1
13-Oct-12;M;7
14-Oct-12;M;11
15-Oct-12;M;4
16-Oct-12;M;2
17-Oct-12;M;2
18-Oct-12;M;1
19-Oct-12;M;2
20-Oct-12;M;3
21-Oct-12;M;3
22-Oct-12;M;4
23-Oct-12;M;3
24-Oct-12;M;5
25-Oct-12;M;2
26-Oct-12;M;1
27-Oct-12;F;1
27-Oct-12;M;10
28-Oct-12;M;4
29-Oct-12;M;2
30-Oct-12;M;4
31-Oct-12;F;1
31-Oct-12;M;1
01-Nov-12;M;5
02-Nov-12;F;1
02-Nov-12;M;2
03-Nov-12;M;1
04-Nov-12;F;1
04-Nov-12;M;4
05-Nov-12;M;1
06-Nov-12;M;1
07-Nov-12;M;3
08-Nov-12;M;2
09-Nov-12;M;3
10-Nov-12;M;6
11-Nov-12;F;3
11-Nov-12;M;5
13-Nov-12;M;5
14-Nov-12;M;2
15-Nov-12;M;1
16-Nov-12;M;1
17-Nov-12;M;8
19-Nov-12;F;1
19-Nov-12;M;3
20-Nov-12;M;2
21-Nov-12;M;2
22-Nov-12;M;4
23-Nov-12;F;1
23-Nov-12;M;4
24-Nov-12;M;3
25-Nov-12;F;1
25-Nov-12;M;4
27-Nov-12;M;2
28-Nov-12;M;3
29-Nov-12;M;2
30-Nov-12;F;1
30-Nov-12;M;10
01-Dec-12;F;1
01-Dec-12;M;2
02-Dec-12;F;1
02-Dec-12;M;7
03-Dec-12;M;1
04-Dec-12;M;1
05-Dec-12;M;3
06-Dec-12;M;1
07-Dec-12;M;1
08-Dec-12;M;3
09-Dec-12;M;3
10-Dec-12;M;5
11-Dec-12;F;1
11-Dec-12;M;4
12-Dec-12;F;1
12-Dec-12;M;3
13-Dec-12;M;4
14-Dec-12;M;2
16-Dec-12;M;3
17-Dec-12;F;1
17-Dec-12;M;3
19-Dec-12;M;3
20-Dec-12;M;4
21-Dec-12;M;4
22-Dec-12;M;3
23-Dec-12;M;10
24-Dec-12;M;3
25-Dec-12;M;2
27-Dec-12;M;3
28-Dec-12;M;2
29-Dec-12;F;2
29-Dec-12;M;7
30-Dec-12;F;1
30-Dec-12;M;2
31-Dec-12;M;3
01-Jan-13;F;2
01-Jan-13;M;9
02-Jan-13;M;2
03-Jan-13;F;4
03-Jan-13;M;6
04-Jan-13;F;1
04-Jan-13;M;3
05-Jan-13;M;4
06-Jan-13;M;4
07-Jan-13;F;3
07-Jan-13;M;8
08-Jan-13;M;7
09-Jan-13;F;1
09-Jan-13;M;1
10-Jan-13;M;8
11-Jan-13;M;1
12-Jan-13;M;1
13-Jan-13;M;7
14-Jan-13;F;1
14-Jan-13;M;1
15-Jan-13;M;2
16-Jan-13;F;1
16-Jan-13;M;5
17-Jan-13;M;2
18-Jan-13;M;2
19-Jan-13;M;2
20-Jan-13;M;3
21-Jan-13;M;1
22-Jan-13;F;1
22-Jan-13;M;3
23-Jan-13;F;1
23-Jan-13;M;2
24-Jan-13;M;2
25-Jan-13;M;1
26-Jan-13;M;2
27-Jan-13;M;5
28-Jan-13;M;1
29-Jan-13;M;2
30-Jan-13;M;5
31-Jan-13;M;2
01-Feb-13;F;2
01-Feb-13;M;2
02-Feb-13;M;2
04-Feb-13;M;1
05-Feb-13;F;4
05-Feb-13;M;1
06-Feb-13;M;1
07-Feb-13;F;1
07-Feb-13;M;4
08-Feb-13;M;5
09-Feb-13;M;5
10-Feb-13;F;1
10-Feb-13;M;2
12-Feb-13;M;1
13-Feb-13;M;1
14-Feb-13;M;3
15-Feb-13;F;1
15-Feb-13;M;1
16-Feb-13;M;2
17-Feb-13;M;2
18-Feb-13;M;1
19-Feb-13;M;2
20-Feb-13;F;2
20-Feb-13;M;4
21-Feb-13;F;1
22-Feb-13;M;1
23-Feb-13;M;2
24-Feb-13;M;6
25-Feb-13;M;2
26-Feb-13;F;1
26-Feb-13;M;1
27-Feb-13;M;1
01-Mar-13;M;2
02-Mar-13;F;1
02-Mar-13;M;2
03-Mar-13;F;1
03-Mar-13;M;5
05-Mar-13;M;2
06-Mar-13;M;6
07-Mar-13;M;3
09-Mar-13;M;4
10-Mar-13;M;5
11-Mar-13;M;2
12-Mar-13;M;2
13-Mar-13;M;1
14-Mar-13;M;1
15-Mar-13;M;3
16-Mar-13;M;3
17-Mar-13;M;3
18-Mar-13;M;6
19-Mar-13;M;1
20-Mar-13;F;1
20-Mar-13;M;2
22-Mar-13;M;6
23-Mar-13;M;4
24-Mar-13;M;5
25-Mar-13;M;2
27-Mar-13;M;2
28-Mar-13;M;2
29-Mar-13;M;1
30-Mar-13;M;5
31-Mar-13;M;2
01-Apr-13;M;2
02-Apr-13;M;4
03-Apr-13;M;1
04-Apr-13;M;2
05-Apr-13;M;1
06-Apr-13;M;3
07-Apr-13;M;1
08-Apr-13;M;3
09-Apr-13;M;4
10-Apr-13;M;4
11-Apr-13;F;1
11-Apr-13;M;4
12-Apr-13;M;1
13-Apr-13;M;2
14-Apr-13;M;2
15-Apr-13;M;9
16-Apr-13;M;3
18-Apr-13;M;1
19-Apr-13;M;4
20-Apr-13;F;1
20-Apr-13;M;8
21-Apr-13;M;1
22-Apr-13;M;7
23-Apr-13;M;1
24-Apr-13;M;4
25-Apr-13;M;3
26-Apr-13;M;1
27-Apr-13;M;7
28-Apr-13;M;3
29-Apr-13;M;4
30-Apr-13;M;2
02-May-13;M;2
03-May-13;M;6
04-May-13;M;1
05-May-13;F;1
05-May-13;M;4
06-May-13;M;1
07-May-13;M;2
08-May-13;M;1
09-May-13;M;2
10-May-13;M;4
11-May-13;M;4
12-May-13;M;3
13-May-13;M;5
14-May-13;M;2
15-May-13;M;1
16-May-13;M;4
17-May-13;M;3
18-May-13;F;2
18-May-13;M;6
19-May-13;M;4
20-May-13;M;2
21-May-13;F;1
21-May-13;M;2
22-May-13;M;1
23-May-13;M;1
24-May-13;M;2
25-May-13;M;2
26-May-13;M;3
27-May-13;F;2
27-May-13;M;4
28-May-13;F;1
29-May-13;M;3
30-May-13;M;9
31-May-13;F;2
31-May-13;M;6
01-Jun-13;F;2
01-Jun-13;M;5
02-Jun-13;M;10
03-Jun-13;M;5
04-Jun-13;M;2
05-Jun-13;F;1
05-Jun-13;M;2
08-Jun-13;M;2
09-Jun-13;F;2
09-Jun-13;M;6
10-Jun-13;F;1
10-Jun-13;M;2
11-Jun-13;M;1
12-Jun-13;M;1
13-Jun-13;M;2
14-Jun-13;F;1
14-Jun-13;M;2
15-Jun-13;F;3
15-Jun-13;M;4
16-Jun-13;M;8
17-Jun-13;F;2
17-Jun-13;M;8
18-Jun-13;M;1
19-Jun-13;M;2
21-Jun-13;M;9
22-Jun-13;F;1
22-Jun-13;M;8
23-Jun-13;M;9
24-Jun-13;M;4
25-Jun-13;F;1
25-Jun-13;M;8
26-Jun-13;M;1
27-Jun-13;M;3
28-Jun-13;M;4
29-Jun-13;F;1
29-Jun-13;M;8
30-Jun-13;F;2
30-Jun-13;M;5
01-Jul-13;M;5
02-Jul-13;F;2
02-Jul-13;M;2
04-Jul-13;M;5
05-Jul-13;F;1
05-Jul-13;M;12
06-Jul-13;M;6
07-Jul-13;F;1
07-Jul-13;M;9
08-Jul-13;M;1
09-Jul-13;M;5
10-Jul-13;F;1
10-Jul-13;M;3
11-Jul-13;F;1
11-Jul-13;M;2
12-Jul-13;M;2
13-Jul-13;F;2
13-Jul-13;M;4
14-Jul-13;F;1
14-Jul-13;M;4
15-Jul-13;M;1
16-Jul-13;M;1
17-Jul-13;M;4
18-Jul-13;M;2
19-Jul-13;M;2
20-Jul-13;F;4
20-Jul-13;M;15
21-Jul-13;F;2
21-Jul-13;M;12
22-Jul-13;M;1
23-Jul-13;F;1
23-Jul-13;M;2
24-Jul-13;M;3
26-Jul-13;M;1
27-Jul-13;F;1
27-Jul-13;M;3
28-Jul-13;M;10
29-Jul-13;M;2
30-Jul-13;M;3
31-Jul-13;M;2
01-Aug-13;M;1
02-Aug-13;M;1
03-Aug-13;F;1
03-Aug-13;M;5
04-Aug-13;M;3
05-Aug-13;M;1
06-Aug-13;M;3
08-Aug-13;M;1
09-Aug-13;M;1
10-Aug-13;M;7
11-Aug-13;F;1
11-Aug-13;M;12
12-Aug-13;M;7
13-Aug-13;M;5
14-Aug-13;M;2
15-Aug-13;M;11
16-Aug-13;M;7
17-Aug-13;F;1
17-Aug-13;M;3
18-Aug-13;F;1
18-Aug-13;M;12
20-Aug-13;F;1
20-Aug-13;M;4
21-Aug-13;F;2
21-Aug-13;M;6
22-Aug-13;M;5
23-Aug-13;M;5
24-Aug-13;M;8
25-Aug-13;M;13
26-Aug-13;M;3
27-Aug-13;M;2
28-Aug-13;M;5
29-Aug-13;M;3
30-Aug-13;M;6
31-Aug-13;F;2
31-Aug-13;M;11
01-Sep-13;M;7
02-Sep-13;M;8
03-Sep-13;F;1
03-Sep-13;M;2
04-Sep-13;M;5
05-Sep-13;M;3
06-Sep-13;M;5
07-Sep-13;M;11
08-Sep-13;M;5
09-Sep-13;M;4
11-Sep-13;F;1
11-Sep-13;M;5
12-Sep-13;M;2
13-Sep-13;M;5
14-Sep-13;M;4
15-Sep-13;M;2
17-Sep-13;M;2
18-Sep-13;F;1
19-Sep-13;M;5
20-Sep-13;M;6
21-Sep-13;F;1
21-Sep-13;M;6
22-Sep-13;M;1
23-Sep-13;M;6
24-Sep-13;M;1
25-Sep-13;M;5
26-Sep-13;M;4
27-Sep-13;M;4
28-Sep-13;M;5
29-Sep-13;F;1
29-Sep-13;M;2
01-Oct-13;F;2
01-Oct-13;M;1
02-Oct-13;M;1
03-Oct-13;F;1
03-Oct-13;M;6
04-Oct-13;F;1
04-Oct-13;M;5
05-Oct-13;F;1
05-Oct-13;M;7
06-Oct-13;M;4
07-Oct-13;M;1
08-Oct-13;M;2
09-Oct-13;M;1
10-Oct-13;M;3
11-Oct-13;F;1
11-Oct-13;M;4
12-Oct-13;M;4
12-Oct-13;U;1
13-Oct-13;M;1
14-Oct-13;M;8
15-Oct-13;M;6
16-Oct-13;F;1
16-Oct-13;M;1
17-Oct-13;M;1
18-Oct-13;F;1
18-Oct-13;M;5
19-Oct-13;M;12
20-Oct-13;M;7
22-Oct-13;M;1
23-Oct-13;M;5
24-Oct-13;M;2
25-Oct-13;M;1
26-Oct-13;M;6
27-Oct-13;M;4
28-Oct-13;F;2
28-Oct-13;M;2
29-Oct-13;M;3
30-Oct-13;M;3
