Date;Borough;Total Shootings
12 Mar 13;BROOKLYN;2
13 Mar 13;BROOKLYN;1
14 Mar 13;BRONX;1
15 Mar 13;BRONX;1
15 Mar 13;BROOKLYN;1
15 Mar 13;MANHATTAN;1
16 Mar 13;BROOKLYN;2
16 Mar 13;QUEENS;1
17 Mar 13;BRONX;1
17 Mar 13;BROOKLYN;1
17 Mar 13;QUEENS;1
18 Mar 13;BROOKLYN;3
18 Mar 13;MANHATTAN;3
19 Mar 13;BROOKLYN;1
20 Mar 13;BROOKLYN;3
22 Mar 13;BROOKLYN;6
23 Mar 13;BROOKLYN;4
24 Mar 13;BRONX;2
24 Mar 13;BROOKLYN;1
24 Mar 13;MANHATTAN;1
24 Mar 13;QUEENS;1
25 Mar 13;BROOKLYN;1
25 Mar 13;QUEENS;1
27 Mar 13;BRONX;1
27 Mar 13;QUEENS;1
28 Mar 13;BRONX;1
28 Mar 13;QUEENS;1
29 Mar 13;BRONX;1
30 Mar 13;BRONX;1
30 Mar 13;BROOKLYN;2
30 Mar 13;MANHATTAN;1
30 Mar 13;QUEENS;1
31 Mar 13;BRONX;2
01 Apr 13;BROOKLYN;2
02 Apr 13;BROOKLYN;2
02 Apr 13;QUEENS;2
03 Apr 13;BRONX;1
04 Apr 13;BROOKLYN;2
05 Apr 13;BROOKLYN;1
06 Apr 13;BRONX;2
06 Apr 13;BROOKLYN;1
07 Apr 13;BRONX;1
08 Apr 13;BROOKLYN;2
08 Apr 13;QUEENS;1
09 Apr 13;BROOKLYN;4
10 Apr 13;BRONX;2
10 Apr 13;QUEENS;1
10 Apr 13;STATEN ISLAND;1
11 Apr 13;BRONX;1
11 Apr 13;BROOKLYN;3
11 Apr 13;STATEN ISLAND;1
12 Apr 13;BRONX;1
13 Apr 13;BRONX;1
13 Apr 13;MANHATTAN;1
14 Apr 13;BROOKLYN;1
14 Apr 13;QUEENS;1
15 Apr 13;BROOKLYN;9
16 Apr 13;BRONX;2
16 Apr 13;BROOKLYN;1
18 Apr 13;BRONX;1
19 Apr 13;BRONX;1
19 Apr 13;BROOKLYN;2
19 Apr 13;STATEN ISLAND;1
20 Apr 13;BRONX;3
20 Apr 13;BROOKLYN;1
20 Apr 13;MANHATTAN;5
21 Apr 13;BRONX;1
22 Apr 13;BRONX;3
22 Apr 13;BROOKLYN;1
22 Apr 13;MANHATTAN;2
22 Apr 13;QUEENS;1
23 Apr 13;BROOKLYN;1
24 Apr 13;BROOKLYN;2
24 Apr 13;MANHATTAN;2
25 Apr 13;BROOKLYN;1
25 Apr 13;QUEENS;1
25 Apr 13;STATEN ISLAND;1
26 Apr 13;QUEENS;1
27 Apr 13;BROOKLYN;7
28 Apr 13;BRONX;3
29 Apr 13;BROOKLYN;4
30 Apr 13;BROOKLYN;2
02 May 13;BRONX;1
02 May 13;MANHATTAN;1
03 May 13;BROOKLYN;1
03 May 13;QUEENS;5
04 May 13;BROOKLYN;1
05 May 13;BROOKLYN;2
05 May 13;MANHATTAN;1
05 May 13;QUEENS;1
05 May 13;STATEN ISLAND;1
06 May 13;BRONX;1
07 May 13;BROOKLYN;2
08 May 13;BROOKLYN;1
09 May 13;BRONX;2
10 May 13;BRONX;3
10 May 13;QUEENS;1
11 May 13;BROOKLYN;1
11 May 13;MANHATTAN;3
12 May 13;BRONX;2
12 May 13;BROOKLYN;1
13 May 13;BRONX;2
13 May 13;BROOKLYN;1
13 May 13;QUEENS;2
14 May 13;BROOKLYN;1
14 May 13;STATEN ISLAND;1
15 May 13;BRONX;1
16 May 13;BRONX;3
16 May 13;BROOKLYN;1
17 May 13;BROOKLYN;1
17 May 13;QUEENS;2
18 May 13;BRONX;2
18 May 13;BROOKLYN;1
18 May 13;MANHATTAN;2
18 May 13;QUEENS;3
19 May 13;BROOKLYN;3
19 May 13;QUEENS;1
20 May 13;BRONX;2
21 May 13;BROOKLYN;3
22 May 13;STATEN ISLAND;1
23 May 13;BROOKLYN;1
24 May 13;BRONX;1
24 May 13;BROOKLYN;1
25 May 13;BRONX;1
25 May 13;BROOKLYN;1
26 May 13;BROOKLYN;2
26 May 13;QUEENS;1
27 May 13;BROOKLYN;5
27 May 13;QUEENS;1
28 May 13;QUEENS;1
29 May 13;BROOKLYN;2
29 May 13;MANHATTAN;1
30 May 13;BRONX;8
30 May 13;STATEN ISLAND;1
31 May 13;BRONX;4
31 May 13;BROOKLYN;2
31 May 13;QUEENS;1
31 May 13;STATEN ISLAND;1
01 Jun 13;BRONX;2
01 Jun 13;BROOKLYN;3
01 Jun 13;QUEENS;2
02 Jun 13;BRONX;2
02 Jun 13;BROOKLYN;6
02 Jun 13;MANHATTAN;1
02 Jun 13;QUEENS;1
03 Jun 13;BRONX;3
03 Jun 13;BROOKLYN;1
03 Jun 13;QUEENS;1
04 Jun 13;BRONX;1
04 Jun 13;BROOKLYN;1
05 Jun 13;BRONX;1
05 Jun 13;BROOKLYN;1
05 Jun 13;QUEENS;1
08 Jun 13;BRONX;1
08 Jun 13;BROOKLYN;1
09 Jun 13;BROOKLYN;5
09 Jun 13;QUEENS;3
10 Jun 13;BROOKLYN;1
10 Jun 13;MANHATTAN;1
10 Jun 13;QUEENS;1
11 Jun 13;BROOKLYN;1
12 Jun 13;BROOKLYN;1
13 Jun 13;BROOKLYN;2
14 Jun 13;BRONX;2
14 Jun 13;BROOKLYN;1
15 Jun 13;BRONX;2
15 Jun 13;QUEENS;1
15 Jun 13;STATEN ISLAND;4
16 Jun 13;BROOKLYN;6
16 Jun 13;MANHATTAN;1
16 Jun 13;QUEENS;1
17 Jun 13;BRONX;2
17 Jun 13;BROOKLYN;5
17 Jun 13;QUEENS;1
17 Jun 13;STATEN ISLAND;2
18 Jun 13;BRONX;1
19 Jun 13;BROOKLYN;2
21 Jun 13;BRONX;5
21 Jun 13;BROOKLYN;3
21 Jun 13;QUEENS;1
22 Jun 13;BRONX;2
22 Jun 13;BROOKLYN;5
22 Jun 13;QUEENS;1
22 Jun 13;STATEN ISLAND;1
23 Jun 13;BRONX;4
23 Jun 13;BROOKLYN;4
23 Jun 13;MANHATTAN;1
24 Jun 13;BROOKLYN;2
24 Jun 13;QUEENS;1
24 Jun 13;STATEN ISLAND;1
25 Jun 13;BRONX;2
25 Jun 13;BROOKLYN;4
25 Jun 13;MANHATTAN;1
25 Jun 13;QUEENS;2
26 Jun 13;BRONX;1
27 Jun 13;BRONX;1
27 Jun 13;BROOKLYN;2
28 Jun 13;BRONX;1
28 Jun 13;BROOKLYN;3
29 Jun 13;BRONX;3
29 Jun 13;BROOKLYN;1
29 Jun 13;MANHATTAN;1
29 Jun 13;QUEENS;4
30 Jun 13;BRONX;1
30 Jun 13;BROOKLYN;4
30 Jun 13;MANHATTAN;1
30 Jun 13;QUEENS;1
01 Jul 13;BRONX;2
01 Jul 13;BROOKLYN;2
01 Jul 13;MANHATTAN;1
02 Jul 13;BRONX;2
02 Jul 13;MANHATTAN;2
04 Jul 13;BROOKLYN;4
04 Jul 13;QUEENS;1
05 Jul 13;BRONX;5
05 Jul 13;BROOKLYN;4
05 Jul 13;MANHATTAN;2
05 Jul 13;QUEENS;2
06 Jul 13;BROOKLYN;5
06 Jul 13;MANHATTAN;1
07 Jul 13;BRONX;3
07 Jul 13;BROOKLYN;4
07 Jul 13;MANHATTAN;1
07 Jul 13;QUEENS;2
08 Jul 13;BRONX;1
09 Jul 13;BRONX;4
09 Jul 13;BROOKLYN;1
10 Jul 13;BROOKLYN;2
10 Jul 13;MANHATTAN;1
10 Jul 13;QUEENS;1
11 Jul 13;BRONX;3
12 Jul 13;BRONX;1
12 Jul 13;BROOKLYN;1
13 Jul 13;BROOKLYN;5
13 Jul 13;QUEENS;1
14 Jul 13;BRONX;3
14 Jul 13;BROOKLYN;1
14 Jul 13;QUEENS;1
15 Jul 13;BRONX;1
16 Jul 13;BROOKLYN;1
17 Jul 13;BROOKLYN;1
17 Jul 13;QUEENS;1
17 Jul 13;STATEN ISLAND;2
18 Jul 13;BROOKLYN;1
18 Jul 13;QUEENS;1
19 Jul 13;MANHATTAN;1
19 Jul 13;QUEENS;1
20 Jul 13;BRONX;3
20 Jul 13;BROOKLYN;7
20 Jul 13;MANHATTAN;1
20 Jul 13;QUEENS;3
20 Jul 13;STATEN ISLAND;5
21 Jul 13;BRONX;2
21 Jul 13;BROOKLYN;8
21 Jul 13;MANHATTAN;1
21 Jul 13;QUEENS;3
22 Jul 13;BROOKLYN;1
23 Jul 13;BROOKLYN;2
23 Jul 13;MANHATTAN;1
24 Jul 13;BRONX;1
24 Jul 13;MANHATTAN;1
24 Jul 13;QUEENS;1
26 Jul 13;BROOKLYN;1
27 Jul 13;BRONX;2
27 Jul 13;BROOKLYN;2
28 Jul 13;BRONX;3
28 Jul 13;BROOKLYN;2
28 Jul 13;MANHATTAN;3
28 Jul 13;STATEN ISLAND;2
29 Jul 13;BROOKLYN;1
29 Jul 13;MANHATTAN;1
30 Jul 13;BRONX;2
30 Jul 13;BROOKLYN;1
31 Jul 13;BRONX;1
31 Jul 13;BROOKLYN;1
01 Aug 13;BROOKLYN;1
02 Aug 13;QUEENS;1
03 Aug 13;BRONX;1
03 Aug 13;BROOKLYN;2
03 Aug 13;QUEENS;3
04 Aug 13;BRONX;1
04 Aug 13;MANHATTAN;1
04 Aug 13;STATEN ISLAND;1
05 Aug 13;BROOKLYN;1
06 Aug 13;BRONX;1
06 Aug 13;BROOKLYN;1
06 Aug 13;MANHATTAN;1
08 Aug 13;BRONX;1
09 Aug 13;BROOKLYN;1
10 Aug 13;BRONX;2
10 Aug 13;BROOKLYN;3
10 Aug 13;QUEENS;1
10 Aug 13;STATEN ISLAND;1
11 Aug 13;BRONX;3
11 Aug 13;BROOKLYN;5
11 Aug 13;MANHATTAN;1
11 Aug 13;QUEENS;4
12 Aug 13;BRONX;1
12 Aug 13;BROOKLYN;5
12 Aug 13;QUEENS;1
13 Aug 13;BRONX;3
13 Aug 13;MANHATTAN;2
14 Aug 13;BRONX;1
14 Aug 13;MANHATTAN;1
15 Aug 13;BROOKLYN;10
15 Aug 13;MANHATTAN;1
16 Aug 13;BRONX;5
16 Aug 13;BROOKLYN;2
17 Aug 13;MANHATTAN;1
17 Aug 13;QUEENS;3
18 Aug 13;BRONX;6
18 Aug 13;BROOKLYN;1
18 Aug 13;MANHATTAN;3
18 Aug 13;QUEENS;3
20 Aug 13;BROOKLYN;5
21 Aug 13;BRONX;4
21 Aug 13;BROOKLYN;3
21 Aug 13;QUEENS;1
22 Aug 13;BRONX;2
22 Aug 13;BROOKLYN;2
22 Aug 13;MANHATTAN;1
23 Aug 13;BRONX;1
23 Aug 13;BROOKLYN;2
23 Aug 13;QUEENS;2
24 Aug 13;BRONX;1
24 Aug 13;BROOKLYN;5
24 Aug 13;MANHATTAN;2
25 Aug 13;BRONX;1
25 Aug 13;BROOKLYN;9
25 Aug 13;MANHATTAN;1
25 Aug 13;QUEENS;2
26 Aug 13;BRONX;1
26 Aug 13;BROOKLYN;1
26 Aug 13;MANHATTAN;1
27 Aug 13;BROOKLYN;1
27 Aug 13;QUEENS;1
28 Aug 13;BRONX;4
28 Aug 13;BROOKLYN;1
29 Aug 13;BROOKLYN;1
29 Aug 13;QUEENS;2
30 Aug 13;BRONX;2
30 Aug 13;BROOKLYN;3
30 Aug 13;QUEENS;1
31 Aug 13;BRONX;1
31 Aug 13;BROOKLYN;8
31 Aug 13;QUEENS;4
01 Sep 13;BRONX;2
01 Sep 13;BROOKLYN;4
01 Sep 13;MANHATTAN;1
02 Sep 13;BROOKLYN;7
02 Sep 13;MANHATTAN;1
03 Sep 13;BROOKLYN;3
04 Sep 13;BRONX;2
04 Sep 13;BROOKLYN;2
04 Sep 13;QUEENS;1
05 Sep 13;BROOKLYN;3
06 Sep 13;BRONX;2
06 Sep 13;BROOKLYN;1
06 Sep 13;MANHATTAN;1
06 Sep 13;QUEENS;1
07 Sep 13;BRONX;6
07 Sep 13;BROOKLYN;4
07 Sep 13;QUEENS;1
08 Sep 13;BRONX;1
08 Sep 13;BROOKLYN;2
08 Sep 13;QUEENS;2
09 Sep 13;BROOKLYN;2
09 Sep 13;MANHATTAN;1
09 Sep 13;QUEENS;1
11 Sep 13;BRONX;4
11 Sep 13;BROOKLYN;2
12 Sep 13;BRONX;1
12 Sep 13;MANHATTAN;1
13 Sep 13;BRONX;1
13 Sep 13;BROOKLYN;3
13 Sep 13;MANHATTAN;1
14 Sep 13;BRONX;1
14 Sep 13;BROOKLYN;1
14 Sep 13;QUEENS;1
14 Sep 13;STATEN ISLAND;1
15 Sep 13;BROOKLYN;2
17 Sep 13;BROOKLYN;1
17 Sep 13;MANHATTAN;1
18 Sep 13;BROOKLYN;1
19 Sep 13;BROOKLYN;2
19 Sep 13;MANHATTAN;1
19 Sep 13;QUEENS;2
20 Sep 13;BROOKLYN;4
20 Sep 13;QUEENS;2
21 Sep 13;BRONX;5
21 Sep 13;BROOKLYN;1
21 Sep 13;QUEENS;1
22 Sep 13;BROOKLYN;1
23 Sep 13;BRONX;2
23 Sep 13;BROOKLYN;3
23 Sep 13;QUEENS;1
24 Sep 13;BROOKLYN;1
25 Sep 13;BRONX;3
25 Sep 13;BROOKLYN;1
25 Sep 13;QUEENS;1
26 Sep 13;BROOKLYN;2
26 Sep 13;MANHATTAN;1
26 Sep 13;QUEENS;1
27 Sep 13;BRONX;1
27 Sep 13;BROOKLYN;3
28 Sep 13;BRONX;4
28 Sep 13;MANHATTAN;1
29 Sep 13;BROOKLYN;2
29 Sep 13;MANHATTAN;1
01 Oct 13;BRONX;1
01 Oct 13;BROOKLYN;2
02 Oct 13;MANHATTAN;1
03 Oct 13;BRONX;1
03 Oct 13;BROOKLYN;3
03 Oct 13;MANHATTAN;3
04 Oct 13;BRONX;2
04 Oct 13;BROOKLYN;3
04 Oct 13;STATEN ISLAND;1
05 Oct 13;BRONX;4
05 Oct 13;BROOKLYN;2
05 Oct 13;QUEENS;2
06 Oct 13;BROOKLYN;4
07 Oct 13;BROOKLYN;1
08 Oct 13;BROOKLYN;2
09 Oct 13;BRONX;1
10 Oct 13;BRONX;1
10 Oct 13;BROOKLYN;2
11 Oct 13;BRONX;2
11 Oct 13;BROOKLYN;3
12 Oct 13;BROOKLYN;5
13 Oct 13;BROOKLYN;1
14 Oct 13;BRONX;5
14 Oct 13;BROOKLYN;2
14 Oct 13;QUEENS;1
15 Oct 13;BROOKLYN;4
15 Oct 13;MANHATTAN;2
16 Oct 13;BROOKLYN;2
17 Oct 13;BRONX;1
18 Oct 13;BRONX;2
18 Oct 13;BROOKLYN;4
19 Oct 13;BRONX;6
19 Oct 13;BROOKLYN;4
19 Oct 13;QUEENS;2
20 Oct 13;BRONX;2
20 Oct 13;BROOKLYN;3
20 Oct 13;QUEENS;1
20 Oct 13;STATEN ISLAND;1
22 Oct 13;BROOKLYN;1
23 Oct 13;BRONX;2
23 Oct 13;BROOKLYN;1
23 Oct 13;MANHATTAN;2
24 Oct 13;BROOKLYN;1
24 Oct 13;QUEENS;1
25 Oct 13;BROOKLYN;1
26 Oct 13;BRONX;1
26 Oct 13;BROOKLYN;3
26 Oct 13;STATEN ISLAND;2
27 Oct 13;BROOKLYN;2
27 Oct 13;MANHATTAN;1
27 Oct 13;QUEENS;1
28 Oct 13;BRONX;3
28 Oct 13;BROOKLYN;1
29 Oct 13;BRONX;1
29 Oct 13;BROOKLYN;1
29 Oct 13;QUEENS;1
30 Oct 13;BRONX;2
30 Oct 13;BROOKLYN;1
31 Oct 13;BRONX;1
31 Oct 13;BROOKLYN;3
31 Oct 13;MANHATTAN;1
31 Oct 13;QUEENS;2
01 Nov 13;BRONX;2
01 Nov 13;BROOKLYN;1
02 Nov 13;BRONX;1
03 Nov 13;BROOKLYN;2
05 Nov 13;BROOKLYN;1
05 Nov 13;QUEENS;1
06 Nov 13;MANHATTAN;1
08 Nov 13;BRONX;1
08 Nov 13;BROOKLYN;3
08 Nov 13;MANHATTAN;1
09 Nov 13;BROOKLYN;2
09 Nov 13;MANHATTAN;4
10 Nov 13;BRONX;1
10 Nov 13;BROOKLYN;2
10 Nov 13;MANHATTAN;2
10 Nov 13;STATEN ISLAND;1
11 Nov 13;BRONX;2
11 Nov 13;BROOKLYN;4
12 Nov 13;BRONX;1
12 Nov 13;BROOKLYN;1
13 Nov 13;BRONX;1
14 Nov 13;BRONX;1
14 Nov 13;BROOKLYN;2
15 Nov 13;BRONX;7
15 Nov 13;BROOKLYN;1
16 Nov 13;BRONX;2
16 Nov 13;STATEN ISLAND;1
17 Nov 13;BRONX;5
18 Nov 13;BRONX;1
18 Nov 13;BROOKLYN;1
18 Nov 13;MANHATTAN;3
18 Nov 13;STATEN ISLAND;1
19 Nov 13;QUEENS;1
20 Nov 13;BRONX;2
21 Nov 13;BROOKLYN;1
22 Nov 13;BRONX;6
22 Nov 13;BROOKLYN;4
22 Nov 13;STATEN ISLAND;1
23 Nov 13;BRONX;4
23 Nov 13;BROOKLYN;1
23 Nov 13;QUEENS;1
23 Nov 13;STATEN ISLAND;1
24 Nov 13;QUEENS;1
24 Nov 13;STATEN ISLAND;1
25 Nov 13;BRONX;1
26 Nov 13;BRONX;1
26 Nov 13;QUEENS;1
27 Nov 13;BROOKLYN;1
27 Nov 13;MANHATTAN;1
29 Nov 13;BRONX;1
29 Nov 13;MANHATTAN;3
29 Nov 13;QUEENS;1
30 Nov 13;BRONX;1
30 Nov 13;BROOKLYN;3
01 Dec 13;BROOKLYN;1
01 Dec 13;STATEN ISLAND;1
02 Dec 13;BROOKLYN;2
02 Dec 13;MANHATTAN;1
03 Dec 13;BRONX;1
03 Dec 13;BROOKLYN;1
03 Dec 13;MANHATTAN;1
03 Dec 13;STATEN ISLAND;1
04 Dec 13;BRONX;3
04 Dec 13;BROOKLYN;1
04 Dec 13;QUEENS;1
05 Dec 13;BRONX;1
06 Dec 13;BROOKLYN;3
07 Dec 13;BRONX;1
07 Dec 13;BROOKLYN;2
07 Dec 13;MANHATTAN;2
08 Dec 13;BRONX;1
08 Dec 13;BROOKLYN;2
08 Dec 13;STATEN ISLAND;2
10 Dec 13;BRONX;1
10 Dec 13;MANHATTAN;2
11 Dec 13;BRONX;1
13 Dec 13;BROOKLYN;1
13 Dec 13;MANHATTAN;1
13 Dec 13;QUEENS;1
14 Dec 13;BROOKLYN;2
14 Dec 13;STATEN ISLAND;1
15 Dec 13;BROOKLYN;2
16 Dec 13;BRONX;2
18 Dec 13;BRONX;1
19 Dec 13;BROOKLYN;3
20 Dec 13;BRONX;1
20 Dec 13;QUEENS;1
21 Dec 13;BRONX;1
21 Dec 13;BROOKLYN;2
21 Dec 13;QUEENS;1
21 Dec 13;STATEN ISLAND;1
22 Dec 13;BROOKLYN;4
22 Dec 13;MANHATTAN;1
22 Dec 13;QUEENS;2
23 Dec 13;BROOKLYN;2
23 Dec 13;MANHATTAN;1
23 Dec 13;QUEENS;5
24 Dec 13;BRONX;1
24 Dec 13;BROOKLYN;2
24 Dec 13;QUEENS;1
25 Dec 13;BRONX;2
25 Dec 13;MANHATTAN;1
25 Dec 13;QUEENS;1
25 Dec 13;STATEN ISLAND;1
26 Dec 13;BROOKLYN;1
26 Dec 13;STATEN ISLAND;1
27 Dec 13;BRONX;1
27 Dec 13;BROOKLYN;1
28 Dec 13;BROOKLYN;1
28 Dec 13;MANHATTAN;1
29 Dec 13;BROOKLYN;2
29 Dec 13;QUEENS;1
30 Dec 13;BROOKLYN;2
30 Dec 13;MANHATTAN;1
31 Dec 13;BROOKLYN;2
01 Jan 14;BRONX;3
01 Jan 14;BROOKLYN;6
01 Jan 14;MANHATTAN;1
01 Jan 14;QUEENS;1
01 Jan 14;STATEN ISLAND;1
02 Jan 14;BRONX;1
02 Jan 14;BROOKLYN;3
03 Jan 14;BRONX;1
03 Jan 14;BROOKLYN;1
03 Jan 14;QUEENS;8
04 Jan 14;BROOKLYN;2
05 Jan 14;BRONX;1
06 Jan 14;BROOKLYN;1
07 Jan 14;MANHATTAN;1
08 Jan 14;MANHATTAN;1
08 Jan 14;QUEENS;1
09 Jan 14;BROOKLYN;1
10 Jan 14;BRONX;12
11 Jan 14;BRONX;2
11 Jan 14;MANHATTAN;1
11 Jan 14;QUEENS;1
12 Jan 14;QUEENS;1
13 Jan 14;BRONX;2
13 Jan 14;BROOKLYN;1
13 Jan 14;QUEENS;1
14 Jan 14;BROOKLYN;2
14 Jan 14;MANHATTAN;1
15 Jan 14;BRONX;1
15 Jan 14;BROOKLYN;1
16 Jan 14;BRONX;2
17 Jan 14;BRONX;1
18 Jan 14;BROOKLYN;3
18 Jan 14;QUEENS;1
19 Jan 14;BROOKLYN;2
20 Jan 14;BROOKLYN;5
21 Jan 14;BROOKLYN;1
21 Jan 14;STATEN ISLAND;1
22 Jan 14;BRONX;1
22 Jan 14;BROOKLYN;3
24 Jan 14;BRONX;2
24 Jan 14;BROOKLYN;2
25 Jan 14;BROOKLYN;1
26 Jan 14;BRONX;2
26 Jan 14;BROOKLYN;1
29 Jan 14;BROOKLYN;2
29 Jan 14;STATEN ISLAND;1
30 Jan 14;BRONX;2
30 Jan 14;BROOKLYN;1
31 Jan 14;BRONX;9
31 Jan 14;BROOKLYN;2
31 Jan 14;MANHATTAN;1
31 Jan 14;QUEENS;1
01 Feb 14;BROOKLYN;3
02 Feb 14;BROOKLYN;2
03 Feb 14;BRONX;2
04 Feb 14;BRONX;1
04 Feb 14;BROOKLYN;1
04 Feb 14;STATEN ISLAND;1
05 Feb 14;BROOKLYN;2
06 Feb 14;BROOKLYN;1
07 Feb 14;BROOKLYN;1
07 Feb 14;MANHATTAN;2
09 Feb 14;BROOKLYN;1
09 Feb 14;QUEENS;1
10 Feb 14;BROOKLYN;1
11 Feb 14;QUEENS;1
12 Feb 14;BROOKLYN;1
14 Feb 14;BRONX;2
14 Feb 14;BROOKLYN;1
14 Feb 14;MANHATTAN;1
15 Feb 14;BRONX;1
16 Feb 14;BRONX;2
16 Feb 14;BROOKLYN;2
17 Feb 14;MANHATTAN;1
17 Feb 14;QUEENS;1
18 Feb 14;BRONX;2
18 Feb 14;QUEENS;1
19 Feb 14;BRONX;2
20 Feb 14;BRONX;1
21 Feb 14;BRONX;4
21 Feb 14;QUEENS;1
22 Feb 14;BRONX;1
23 Feb 14;BROOKLYN;2
23 Feb 14;MANHATTAN;1
24 Feb 14;QUEENS;2
26 Feb 14;BROOKLYN;1
27 Feb 14;BROOKLYN;1
28 Feb 14;MANHATTAN;1
01 Mar 14;BROOKLYN;3
01 Mar 14;QUEENS;1
02 Mar 14;BRONX;1
02 Mar 14;BROOKLYN;1
03 Mar 14;BROOKLYN;1
07 Mar 14;BROOKLYN;1
08 Mar 14;BRONX;1
08 Mar 14;BROOKLYN;6
09 Mar 14;BRONX;2
09 Mar 14;BROOKLYN;1
10 Mar 14;BROOKLYN;2
10 Mar 14;MANHATTAN;1
11 Mar 14;BRONX;1
11 Mar 14;BROOKLYN;7
11 Mar 14;MANHATTAN;1
11 Mar 14;QUEENS;1
12 Mar 14;BRONX;1
12 Mar 14;BROOKLYN;3
13 Mar 14;BRONX;4
13 Mar 14;MANHATTAN;1
13 Mar 14;STATEN ISLAND;1
14 Mar 14;BROOKLYN;3
14 Mar 14;MANHATTAN;1
14 Mar 14;QUEENS;1
15 Mar 14;BRONX;3
15 Mar 14;BROOKLYN;1
15 Mar 14;QUEENS;1
16 Mar 14;BRONX;3
16 Mar 14;BROOKLYN;1
17 Mar 14;BROOKLYN;2
19 Mar 14;BROOKLYN;1
20 Mar 14;BRONX;1
20 Mar 14;BROOKLYN;1
22 Mar 14;BRONX;3
22 Mar 14;BROOKLYN;2
23 Mar 14;BRONX;1
23 Mar 14;QUEENS;8
24 Mar 14;QUEENS;1
25 Mar 14;BROOKLYN;3
26 Mar 14;BRONX;3
26 Mar 14;BROOKLYN;1
27 Mar 14;BRONX;1
27 Mar 14;QUEENS;2
28 Mar 14;BROOKLYN;1
28 Mar 14;QUEENS;3
28 Mar 14;STATEN ISLAND;4
29 Mar 14;BRONX;2
29 Mar 14;BROOKLYN;3
30 Mar 14;BROOKLYN;4
30 Mar 14;QUEENS;4
31 Mar 14;BRONX;1
31 Mar 14;MANHATTAN;2
01 Apr 14;BRONX;4
01 Apr 14;BROOKLYN;1
01 Apr 14;STATEN ISLAND;2
02 Apr 14;BROOKLYN;2
02 Apr 14;MANHATTAN;1
03 Apr 14;BRONX;2
03 Apr 14;QUEENS;1
05 Apr 14;BRONX;1
06 Apr 14;BRONX;1
06 Apr 14;BROOKLYN;4
07 Apr 14;BROOKLYN;3
08 Apr 14;BROOKLYN;1
09 Apr 14;BRONX;2
09 Apr 14;QUEENS;1
10 Apr 14;BRONX;1
10 Apr 14;BROOKLYN;1
10 Apr 14;MANHATTAN;2
11 Apr 14;QUEENS;1
11 Apr 14;STATEN ISLAND;1
12 Apr 14;BRONX;1
12 Apr 14;BROOKLYN;3
12 Apr 14;QUEENS;1
12 Apr 14;STATEN ISLAND;1
13 Apr 14;BRONX;1
13 Apr 14;MANHATTAN;1
13 Apr 14;QUEENS;1
14 Apr 14;BRONX;2
14 Apr 14;BROOKLYN;8
14 Apr 14;MANHATTAN;1
15 Apr 14;BRONX;1
15 Apr 14;STATEN ISLAND;1
17 Apr 14;BROOKLYN;1
17 Apr 14;MANHATTAN;1
17 Apr 14;QUEENS;1
18 Apr 14;BROOKLYN;1
19 Apr 14;BROOKLYN;1
19 Apr 14;MANHATTAN;1
19 Apr 14;QUEENS;4
20 Apr 14;BRONX;3
20 Apr 14;BROOKLYN;2
20 Apr 14;MANHATTAN;1
22 Apr 14;BRONX;5
22 Apr 14;BROOKLYN;1
24 Apr 14;BRONX;1
24 Apr 14;BROOKLYN;1
25 Apr 14;BRONX;1
25 Apr 14;BROOKLYN;1
25 Apr 14;MANHATTAN;1
26 Apr 14;BRONX;2
26 Apr 14;BROOKLYN;3
27 Apr 14;BRONX;1
27 Apr 14;BROOKLYN;1
28 Apr 14;BRONX;4
29 Apr 14;BRONX;1
29 Apr 14;BROOKLYN;3
29 Apr 14;MANHATTAN;1
30 Apr 14;BROOKLYN;1
01 May 14;BROOKLYN;1
02 May 14;BRONX;4
02 May 14;BROOKLYN;2
02 May 14;QUEENS;1
04 May 14;BRONX;1
04 May 14;BROOKLYN;3
05 May 14;BRONX;1
05 May 14;BROOKLYN;2
05 May 14;QUEENS;1
06 May 14;BROOKLYN;3
07 May 14;BRONX;2
07 May 14;BROOKLYN;1
07 May 14;MANHATTAN;1
07 May 14;QUEENS;1
08 May 14;BRONX;1
08 May 14;BROOKLYN;3
09 May 14;BRONX;2
09 May 14;BROOKLYN;1
10 May 14;BRONX;1
10 May 14;MANHATTAN;1
10 May 14;QUEENS;1
11 May 14;BRONX;3
11 May 14;BROOKLYN;3
11 May 14;QUEENS;1
12 May 14;BRONX;1
12 May 14;BROOKLYN;1
12 May 14;QUEENS;1
13 May 14;BRONX;3
14 May 14;QUEENS;1
15 May 14;QUEENS;5
16 May 14;BRONX;2
16 May 14;BROOKLYN;1
17 May 14;BRONX;3
17 May 14;BROOKLYN;5
17 May 14;MANHATTAN;1
17 May 14;QUEENS;1
17 May 14;STATEN ISLAND;1
18 May 14;BRONX;1
18 May 14;BROOKLYN;6
19 May 14;BRONX;3
19 May 14;BROOKLYN;1
19 May 14;MANHATTAN;1
20 May 14;BROOKLYN;1
20 May 14;MANHATTAN;1
21 May 14;BRONX;4
21 May 14;BROOKLYN;1
22 May 14;BROOKLYN;1
23 May 14;BROOKLYN;2
24 May 14;BROOKLYN;1
24 May 14;QUEENS;2
24 May 14;STATEN ISLAND;1
25 May 14;BRONX;1
25 May 14;BROOKLYN;4
25 May 14;QUEENS;2
26 May 14;BRONX;1
